Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16
1,0.352701620657124,0.084139276799261,-2.67171247037874,-2.18610674312594,-0.308052527232354,0.553488746863722,0.247114539048005,0.131076676982914,-0.947659168099249,-0.185989755405806,-0.0979372892051392,-1.50478697650748,0.182603229295718,-1.41971505703008,90742870.7562833
