Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16
1,0.336263169894903,-0.0692913616370383,-2.58672795730195,-2.31013026654248,-0.675740481990347,-0.283805260470172,0.181062997218361,-0.0886812003476448,-0.98531426923533,-0.127723534866459,-0.046516278603962,-1.43437995852524,-0.000707822821805895,-1.3592386211234,79681966.6862607
