Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16
1,0.326299808754642,-0.069183953207263,-2.60912099765482,-2.23509857870007,-0.677078250956483,-0.273752665695958,0.17788248148892,-0.0968452517856022,-0.982069456309038,-0.133662825476577,-0.0529559998908187,-1.43830455757677,-0.00812771011899252,-1.36249024370678,67884965.8566366
