,fakeid,fakeid0,female0,famid0,year0,age0,eduyrs0,famsize0,kfamincly0,tlabincly0,klabincly0,knlabincly0,wage_inc0,hrs_house0,hrs_workly0,race0,college0,employdB0,fulltimely0,lowincly0,fakeid1,female1,famid1,year1,age1,eduyrs1,famsize1,kfamincly1,tlabincly1,klabincly1,knlabincly1,wage_inc1,hrs_house1,hrs_workly1,race1,college1,employdB1,fulltimely1,lowincly1
156,831,831,Male,208,2017,62,15,3,172.2798,161.59,129.95,205.57315,56.5,10,44.23077,Black,No,1,Full-time (1750+ hours),0,831,Female,208,2017,48,13,3,172.2798,161.59,31.639999,205.57315,17.695749,15,34.384617,Black,No,0,Full-time (1750+ hours),0
161,851,851,Male,213,2017,46,14,3,38.419998,37.290001,16.950001,21.730717,12.417583,12,26.25,White,No,1,Part-time (50-1749 hours),0,851,Female,213,2017,30,12,3,38.419998,37.290001,20.34,21.730717,9.8546515,12,39.692307,White,No,1,Full-time (1750+ hours),0
163,861,861,Male,216,2017,33,17,4,248.487,242.95,122.04,106.48082,62.265305,10,37.692307,White,Yes,1,Full-time (1750+ hours),0,861,Female,216,2017,33,16,4,248.487,242.95,120.91,106.48082,64.313828,15,36.153847,White,Yes,1,Full-time (1750+ hours),0
164,867,867,Male,217,2017,47,16,2,161.02499,161.02499,101.7,0.0,48.89423,2,40.0,White,Yes,1,Full-time (1750+ hours),0,867,Female,217,2017,39,17,2,161.02499,161.02499,59.325001,0.0,28.521635,20,40.0,White,Yes,1,Full-time (1750+ hours),0
181,938,938,Male,235,2017,31,16,2,86.388496,86.332001,41.244999,1.0864551,19.640476,3,40.384617,White,Yes,1,Full-time (1750+ hours),0,938,Female,235,2017,34,16,2,86.388496,86.332001,45.086998,1.0864551,26.8375,4,32.307693,White,Yes,1,Part-time (50-1749 hours),0
182,944,944,Male,236,2017,62,16,2,320.35501,305.10001,169.5,293.36548,90.159576,5,36.153847,Other,Yes,1,Full-time (1750+ hours),0,944,Female,236,2017,60,16,2,320.35501,305.10001,135.60001,293.36548,67.800003,15,38.46154,Other,Yes,1,Full-time (1750+ hours),0
183,945,945,Male,237,2017,58,12,4,256.5665,216.96001,163.85001,761.66327,86.784958,15,36.307693,White,No,1,Full-time (1750+ hours),0,945,Female,237,2017,52,16,4,256.5665,216.96001,53.110001,761.66327,27.096939,20,37.692307,White,Yes,1,Full-time (1750+ hours),0
185,957,957,Male,240,2017,57,12,2,175.41103,159.13902,60.55444,312.92313,32.910023,2,35.384617,White,No,1,Full-time (1750+ hours),0,957,Female,240,2017,56,12,2,175.41103,159.13902,98.584587,312.92313,52.43861,14,36.153847,White,Unknown,1,Full-time (1750+ hours),0
198,1009,1009,Male,253,2017,64,14,2,114.13,107.35001,90.400002,130.38445,36.897961,2,47.115383,White,No,1,Full-time (1750+ hours),0,1009,Female,253,2017,64,15,2,114.13,107.35001,16.950001,130.38445,7.6351352,6,42.692307,White,No,1,Full-time (1750+ hours),0
199,1014,1014,Male,254,2017,42,17,4,82.829002,67.799995,54.239998,289.01938,33.357933,10,31.26923,White,Yes,1,Part-time (50-1749 hours),0,1014,Female,254,2017,30,16,4,82.829002,67.799995,13.559999,289.01938,13.399209,15,19.461538,White,Unknown,0,Part-time (50-1749 hours),0
200,1017,1017,Male,255,2017,35,12,3,85.936501,85.880005,51.98,1.0864551,23.403872,4,42.71154,White,No,1,Full-time (1750+ hours),0,1017,Female,255,2017,32,13,3,85.936501,85.880005,33.900002,1.0864551,20.32374,15,32.076923,White,No,1,Part-time (50-1749 hours),0
205,1038,1038,Male,260,2017,38,16,3,74.467003,74.127998,45.200001,6.5193176,21.899225,1,39.692307,Black,Yes,1,Full-time (1750+ hours),0,1038,Female,260,2017,36,17,3,74.467003,74.127998,28.927999,6.5193176,39.091892,6,14.230769,Black,Yes,1,Part-time (50-1749 hours),0
208,1053,1053,Male,264,2017,37,12,3,91.529999,91.529999,48.59,0.0,24.102182,5,38.76923,White,No,1,Full-time (1750+ hours),0,1053,Female,264,2017,42,12,3,91.529999,91.529999,42.939999,0.0,25.559525,8,32.307693,White,Unknown,1,Part-time (50-1749 hours),0
211,1071,1071,Male,268,2017,43,12,4,90.400002,90.399994,54.239998,0.00014671913,27.67347,10,37.692307,Other,Unknown,0,Full-time (1750+ hours),0,1071,Female,268,2017,35,12,4,90.400002,90.399994,36.16,0.00014671913,19.357601,10,35.923077,Other,Unknown,1,Full-time (1750+ hours),0
217,1097,1097,Male,275,2017,40,16,4,235.04678,235.03999,35.029999,0.13058002,18.244791,10,36.923077,White,Yes,1,Full-time (1750+ hours),0,1097,Female,275,2017,41,16,4,235.04678,235.03999,200.00999,0.13058002,75.76136,15,50.76923,White,Yes,1,Full-time (1750+ hours),0
219,1110,1110,Male,278,2017,61,16,2,271.20001,271.20001,169.5,0.0,55.392159,1,58.846153,Other,Unknown,1,Full-time (1750+ hours),0,1110,Female,278,2017,55,16,2,271.20001,271.20001,101.7,0.0,48.89423,10,40.0,Other,Yes,1,Full-time (1750+ hours),0
222,1127,1127,Male,282,2017,42,16,2,30.55633,25.628399,21.695999,94.767899,8.2967491,10,50.28846,Black,Yes,1,Full-time (1750+ hours),0,1127,Female,282,2017,42,17,2,30.55633,25.628399,3.9324,94.767899,8.3668089,12,9.0384617,Black,Yes,0,Part-time (50-1749 hours),0
225,1136,1136,Male,284,2017,64,17,2,112.58868,98.079475,22.6,279.0231,43.461536,6,10.0,Black,Yes,1,Part-time (50-1749 hours),0,1136,Female,284,2017,60,16,2,112.58868,98.079475,75.479477,279.0231,39.312229,3,36.923077,Black,Yes,1,Full-time (1750+ hours),0
226,1138,1138,Male,285,2017,61,17,3,111.87452,82.667404,32.995998,561.67529,15.046056,4,42.173077,White,Yes,1,Full-time (1750+ hours),0,1138,Female,285,2017,54,14,3,111.87452,82.667404,49.67141,561.67529,32.338158,10,29.538462,White,Yes,1,Part-time (50-1749 hours),0
233,1187,1187,Male,297,2017,40,16,3,144.75301,144.64,56.5,2.1732037,27.696079,7,39.23077,White,Yes,1,Full-time (1750+ hours),0,1187,Female,297,2017,39,16,3,144.75301,144.64,88.139999,2.1732037,34.564705,7,49.03846,White,Yes,1,Full-time (1750+ hours),0
238,1219,1219,Male,305,2017,26,14,2,113.113,113.113,84.862999,0.0,36.266239,10,45.0,Black,Unknown,1,Full-time (1750+ hours),0,1219,Female,305,2017,30,12,2,113.113,113.113,28.25,0.0,24.52257,15,22.153847,Black,Yes,1,Part-time (50-1749 hours),0
240,1225,1225,Male,307,2017,33,16,2,63.510521,63.279999,38.419998,4.4331183,17.075556,9,43.26923,White,Yes,1,Full-time (1750+ hours),0,1225,Female,307,2017,32,14,2,63.510521,63.279999,24.860001,4.4331183,13.08421,9,36.53846,Other,No,0,Full-time (1750+ hours),0
244,1234,1234,Male,309,2017,69,14,2,68.364998,34.067242,9.04,659.5722,12.299319,5,14.134615,White,No,1,Part-time (50-1749 hours),0,1234,Female,309,2017,64,15,2,68.364998,34.067242,25.027241,659.5722,26.624723,20,18.076923,White,No,1,Part-time (50-1749 hours),0
247,1247,1247,Male,312,2017,58,16,2,116.729,113.0,101.7,71.711464,41.008064,10,47.692307,White,Yes,1,Full-time (1750+ hours),0,1247,Female,312,2017,63,14,2,116.729,113.0,11.3,71.711464,9.04,8,24.038462,White,Unknown,1,Part-time (50-1749 hours),0
249,1251,1251,Male,313,2017,60,17,3,122.5711,114.13,39.549999,162.32872,34.541485,4,22.01923,Black,Unknown,1,Part-time (50-1749 hours),0,1251,Female,313,2017,59,16,3,122.5711,114.13,74.580002,162.32872,26.798418,3,53.51923,Black,Unknown,1,Full-time (1750+ hours),0
266,1341,1341,Male,336,2017,37,17,5,237.38136,226.0,226.0,218.87236,93.388428,5,46.53846,White,Yes,1,Full-time (1750+ hours),0,1341,Female,336,2017,38,16,5,237.38136,226.0,0.0,218.87236,0.0,15,10.0,White,Yes,1,Part-time (50-1749 hours),0
268,1345,1345,Male,337,2017,25,17,2,55.369999,55.369999,36.16,0.0,13.044733,10,53.307693,White,No,1,Full-time (1750+ hours),0,1345,Female,337,2017,25,16,2,55.369999,55.369999,19.209999,0.0,9.416667,5,39.23077,White,Yes,1,Full-time (1750+ hours),0
272,1358,1358,Male,340,2017,49,16,3,194.9781,179.67,162.72,294.38666,55.346939,5,56.53846,White,Yes,1,Full-time (1750+ hours),0,1358,Female,340,2017,51,17,3,194.9781,179.67,16.950001,294.38666,22.070313,10,14.769231,White,Yes,1,Part-time (50-1749 hours),0
279,1385,1385,Male,347,2017,52,16,4,213.9655,213.7395,109.61,4.3461142,44.738777,5,47.115383,White,Yes,1,Full-time (1750+ hours),0,1385,Female,347,2017,42,16,4,213.9655,213.7395,104.1295,4.3461142,42.501835,10,47.115383,White,Yes,1,Full-time (1750+ hours),0
281,1392,1392,Male,348,2017,66,16,2,413.12799,367.25,186.45,882.26904,94.740852,5,37.846153,White,Yes,1,Full-time (1750+ hours),0,1392,Female,348,2017,50,17,2,413.12799,367.25,180.8,882.26904,91.869919,20,37.846153,White,Yes,1,Full-time (1750+ hours),0
282,1393,1393,Male,349,2017,40,17,4,152.776,151.42,90.400002,26.076977,27.057768,7,64.25,White,Yes,1,Full-time (1750+ hours),0,1393,Female,349,2017,41,17,4,152.776,151.42,61.02,26.076977,26.177607,7,44.826923,White,Yes,1,Full-time (1750+ hours),0
284,1397,1397,Male,350,2017,60,17,2,237.25594,236.69092,143.46593,10.865725,58.557522,3,47.115383,White,Yes,1,Full-time (1750+ hours),0,1397,Female,350,2017,59,16,2,237.25594,236.69092,93.224998,10.865725,46.15099,15,38.846153,White,Yes,1,Full-time (1750+ hours),0
289,1422,1422,Male,356,2017,49,15,3,322.04999,293.79999,158.2,543.26923,73.240738,10,41.53846,White,No,1,Full-time (1750+ hours),0,1422,Female,356,2017,46,16,3,322.04999,293.79999,135.60001,543.26923,62.777779,5,41.53846,White,Yes,1,Full-time (1750+ hours),0
294,1440,1440,Male,360,2017,40,17,3,145.26151,144.64,93.790001,11.952033,41.684444,5,43.26923,White,Yes,1,Full-time (1750+ hours),0,1440,Female,360,2017,37,16,3,145.26151,144.64,50.849998,11.952033,33.900002,12,28.846153,White,Yes,1,Part-time (50-1749 hours),0
297,1449,1449,Male,363,2017,64,14,2,384.98196,348.04001,174.02,710.42224,97.326622,22,34.384617,White,Yes,0,Full-time (1750+ hours),0,1449,Female,363,2017,58,16,2,384.98196,348.04001,174.02,710.42224,82.787819,16,40.423077,Other,Yes,1,Full-time (1750+ hours),0
302,1461,1461,Male,366,2017,48,17,2,73.789001,68.873497,64.409996,94.528931,23.421818,6,52.884617,Black,Yes,1,Full-time (1750+ hours),0,1461,Female,366,2017,54,14,2,73.789001,68.873497,4.4635,94.528931,6.9851332,10,12.288462,White,No,0,Part-time (50-1749 hours),0
306,1472,1472,Male,368,2017,48,12,4,40.215569,23.436199,23.436199,322.68018,11.160095,5,40.384617,White,No,1,Full-time (1750+ hours),0,1472,Female,368,2017,46,12,4,40.215569,23.436199,0.0,322.68018,0.0,16,40.384617,White,No,1,Full-time (1750+ hours),0
311,1483,1483,Male,371,2017,66,12,3,50.16861,28.42289,0.0,418.18692,0.0,1,75.519234,Other,Unknown,1,Full-time (1750+ hours),0,1483,Female,371,2017,63,16,3,50.16861,28.42289,28.42289,418.18692,13.864824,20,39.423077,Other,Unknown,1,Full-time (1750+ hours),0
313,1491,1491,Male,373,2017,29,16,2,39.900299,38.758999,28.25,21.94808,13.581731,6,40.0,White,Unknown,1,Full-time (1750+ hours),0,1491,Female,373,2017,27,16,2,39.900299,38.758999,10.509,21.94808,5.4620581,7,37.0,White,Yes,1,Full-time (1750+ hours),0
318,1523,1523,Male,381,2017,63,11,3,206.677,190.97,19.209999,302.05771,21.344444,5,17.307692,White,No,1,Part-time (50-1749 hours),0,1523,Female,381,2017,53,17,3,206.677,190.97,171.75999,302.05771,65.060608,3,50.76923,White,Yes,1,Full-time (1750+ hours),0
327,1575,1575,Male,394,2017,51,16,5,290.57047,279.10999,145.77,220.39384,81.344864,4,34.46154,White,Yes,1,Full-time (1750+ hours),0,1575,Female,394,2017,50,14,5,290.57047,279.10999,133.34,220.39384,73.913528,12,34.692307,White,Yes,1,Full-time (1750+ hours),0
328,1581,1581,Male,396,2017,44,16,5,124.3,124.3,101.7,0.00014671913,51.67683,15,37.846153,White,Yes,1,Full-time (1750+ hours),0,1581,Female,396,2017,41,15,5,124.3,124.3,22.6,0.00014671913,21.730768,10,20.0,White,Yes,1,Part-time (50-1749 hours),0
333,1605,1605,Male,402,2017,41,15,4,293.79999,293.79999,90.400002,0.0,52.254333,20,33.26923,White,Yes,1,Part-time (50-1749 hours),0,1605,Female,402,2017,42,17,4,293.79999,293.79999,203.39999,0.0,96.170212,20,40.673077,White,Yes,1,Full-time (1750+ hours),0
335,1617,1617,Male,405,2017,58,16,2,306.8515,305.09998,175.14999,33.683189,58.383331,7,57.692307,White,Yes,1,Full-time (1750+ hours),0,1617,Female,405,2017,62,16,2,306.8515,305.09998,129.95,33.683189,58.934238,7,42.403847,White,Yes,1,Full-time (1750+ hours),0
337,1625,1625,Male,407,2017,36,12,4,110.27105,105.09,50.849998,99.635635,21.1875,20,46.153847,White,Unknown,1,Full-time (1750+ hours),0,1625,Female,407,2017,35,15,4,110.27105,105.09,54.239998,99.635635,24.823799,7,42.01923,White,Yes,1,Full-time (1750+ hours),0
340,1652,1652,Male,413,2017,34,17,2,139.0013,137.86,96.050003,21.948008,32.405533,2,57.0,White,Yes,1,Full-time (1750+ hours),0,1652,Female,413,2017,31,16,2,139.0013,137.86,41.810001,21.948008,28.25,5,28.461538,White,Yes,1,Part-time (50-1749 hours),0
344,1666,1666,Male,417,2017,40,17,4,105.1465,105.09,70.059998,1.0866019,28.666121,15,47.0,White,Yes,1,Full-time (1750+ hours),0,1666,Female,417,2017,38,13,4,105.1465,105.09,35.029999,1.0866019,22.895424,25,29.423077,White,No,1,Part-time (50-1749 hours),0
349,1698,1698,Male,425,2017,40,16,4,254.476,237.29999,146.89999,330.30789,64.008713,4,44.134617,Other,Yes,1,Full-time (1750+ hours),0,1698,Female,425,2017,35,17,4,254.476,237.29999,90.400002,330.30789,41.851852,10,41.53846,Other,Yes,1,Full-time (1750+ hours),0
352,1701,1701,Male,426,2017,29,17,2,106.2313,115.26,65.540001,-173.62888,33.168015,9,38.0,White,Yes,1,Full-time (1750+ hours),0,1701,Female,426,2017,30,17,2,106.2313,115.26,49.720001,-173.62888,23.698761,9,40.346153,White,Yes,1,Full-time (1750+ hours),0
356,1715,1715,Male,429,2017,33,16,2,127.6561,127.6448,111.305,0.21729103,47.363831,9,45.192307,White,Yes,1,Full-time (1750+ hours),0,1715,Female,429,2017,30,16,2,127.6561,127.6448,16.3398,0.21729103,22.32213,19,14.076923,White,Yes,0,Part-time (50-1749 hours),0
358,1725,1725,Male,432,2017,33,14,2,64.409996,58.760002,24.860001,108.65373,9.9440002,15,48.076923,White,Yes,1,Full-time (1750+ hours),0,1725,Female,432,2017,33,16,2,64.409996,58.760002,33.900002,108.65373,24.214285,15,26.923077,White,Yes,1,Part-time (50-1749 hours),0
363,1735,1735,Male,434,2017,30,13,6,65.765999,65.540001,36.16,4.3461142,13.634993,2,51.0,Black,No,1,Full-time (1750+ hours),0,1735,Female,434,2017,28,14,6,65.765999,65.540001,29.379999,4.3461142,12.502128,8,45.192307,Black,No,1,Full-time (1750+ hours),0
364,1737,1737,Male,435,2017,45,13,2,293.23499,288.14999,224.87,97.7883,88.184311,12,49.03846,White,No,1,Full-time (1750+ hours),0,1737,Female,435,2017,46,16,2,293.23499,288.14999,63.279999,97.7883,33.48148,6,36.346153,White,Yes,1,Full-time (1750+ hours),0
366,1748,1748,Male,437,2017,62,16,3,102.5362,93.790001,56.5,168.19617,18.320364,2,59.307693,Other,Yes,1,Full-time (1750+ hours),0,1748,Female,437,2017,59,16,3,102.5362,93.790001,37.290001,168.19617,19.994638,6,35.865383,Other,Yes,1,Full-time (1750+ hours),0
375,1776,1776,Male,444,2017,57,17,2,271.87799,271.20001,242.95,13.038049,123.95408,10,37.692307,White,Yes,1,Full-time (1750+ hours),0,1776,Female,444,2017,56,15,2,271.87799,271.20001,28.25,13.038049,23.061224,20,23.557692,White,Yes,1,Part-time (50-1749 hours),0
380,1802,1802,Male,451,2017,54,12,3,151.69911,131.08,110.74,396.52136,94.649574,6,22.5,White,No,0,Part-time (50-1749 hours),0,1802,Female,451,2017,52,12,3,151.69911,131.08,20.34,396.52136,9.7788458,12,40.0,White,No,1,Full-time (1750+ hours),0
387,1827,1827,Male,457,2017,26,16,2,87.348999,80.569,42.148998,130.3846,19.604185,8,41.346153,White,Yes,1,Full-time (1750+ hours),0,1827,Female,457,2017,25,15,2,87.348999,80.569,38.419998,130.3846,19.443319,5,38.0,White,No,1,Full-time (1750+ hours),0
390,1841,1841,Male,461,2017,32,17,3,136.278,136.16499,73.449997,2.1732037,35.3125,10,40.0,White,Yes,1,Full-time (1750+ hours),0,1841,Female,461,2017,32,17,3,136.278,136.16499,62.715,2.1732037,30.151442,10,40.0,White,Yes,1,Full-time (1750+ hours),0
394,1883,1883,Male,471,2017,62,17,3,47.459999,46.330002,37.290001,21.730717,19.182098,10,37.384617,White,Yes,1,Full-time (1750+ hours),0,1883,Female,471,2017,58,17,3,47.459999,46.330002,9.04,21.730717,22.431761,20,7.75,White,No,1,Part-time (50-1749 hours),0
402,1925,1925,Male,482,2017,31,16,2,244.18396,231.65001,209.05,241.03752,108.20393,4,37.153847,White,Yes,1,Full-time (1750+ hours),0,1925,Female,482,2017,29,16,2,244.18396,231.65001,22.6,241.03752,20.545454,8,21.153847,White,Yes,1,Part-time (50-1749 hours),0
410,1969,1969,Male,493,2017,41,16,2,180.8,179.67,107.35,21.730864,35.359024,7,58.384617,White,Yes,1,Full-time (1750+ hours),0,1969,Female,493,2017,42,12,2,180.8,179.67,72.32,21.730864,28.360785,10,49.03846,White,No,1,Full-time (1750+ hours),0
414,1979,1979,Male,495,2017,46,14,4,156.618,152.55,135.60001,78.230637,54.239998,5,48.076923,White,No,1,Full-time (1750+ hours),0,1979,Female,495,2017,47,16,4,156.618,152.55,16.950001,78.230637,16.298077,10,20.0,White,Yes,1,Part-time (50-1749 hours),0
